filename, speaker, sentence, score
312,WALLACE, CLINTON Well if you went on to read the rest of the sentence I was talking about energy,0.283649209765
313,WALLACE, You know we trade more energy with our neighbors than we trade with the rest of the world combined,0.586865584034
314,WALLACE, And I do want us to have an electric grid an energy system that crosses borders,0.135415280767
315,WALLACE, I think that would be a great benefit to us,0.568760320877
316,WALLACE,But you are very clearly quoting from WikiLeaks,0.108570240657
317,WALLACE, And what's really important about WikiLeaks is that the Russian government has engaged in espionage against Americans,-0.0757997168736
318,WALLACE, They have hacked American websites American accounts of private people of institutions,0.302696960804
319,WALLACE, Then they have given that information to WikiLeaks for the purpose of putting it on the Internet,0.149186184354
320,WALLACE,This has come from the highest levels of the Russian government clearly from Putin himself in an effort as 17 of our intelligence agencies have confirmed to influence our election,0.125109632818
321,CLINTON, So I actually think the most important question of this evening Chris is finally will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election that he rejects Russian espionage against Americans which he actually encouraged in the past,-0.00925794725511
322,CLINTON, Those are the questions we need answered,-0.0152396791234
323,CLINTON, We've never had anything like this happen in any of our elections before,-0.150624294508
324,WALLACE, Well,1.30476032088
325,TRUMP, That was a great pivot off the fact that she wants open borders OK,0.0844202979568
326,TRUMP, How did we get on to Putin,0.12122313218
327,WALLACE, Hold on -- hold on wait,-0.102699732603
328,WALLACE, Hold on folks,0.391426987543
329,WALLACE, Because we -- this is going to end up getting out of control,-0.104836626883
330,WALLACE, Let's try to keep it quiet so -- for the candidates and for the American people,0.0619628008218
331,TRUMP, So just to finish on the borders,0.0590460351623
332,WALLACE, Yes,1.36476032088
333,TRUMP, She wants open borders,0.279760320877
334,TRUMP, People are going to pour into our country,0.162260320877
335,TRUMP, People are going to come in from Syria,0.074165280767
336,TRUMP, She wants 550 percent more people than Barack Obama and he has thousands and thousands of people,0.233892066707
337,TRUMP, They have no idea where they come from,0.0772603208766
338,TRUMP,And you see we are going to stop radical Islamic terrorism in this country,-0.309525393409
339,TRUMP, She won't even mention the words and neither will President Obama,0.0156694117857
340,TRUMP, So I just want to tell you she wants open borders,0.235669411786
341,TRUMP,Now we can talk about Putin,0.373966934064
342,TRUMP, I don't know Putin,-0.101429759343
343,TRUMP, He said nice things about me,0.571426987543
344,TRUMP, If we got along well that would be good,0.402538098654
345,TRUMP, If Russia and the United States got along well and went after ISIS that would be good,0.203303831413
346,TRUMP,He has no respect for her,0.0380936542099
347,TRUMP, He has no respect for our president,0.136188892305
348,TRUMP, And I'll tell you what We're in very serious trouble because we have a country with tremendous numbers of nuclear warheads -- 1800 by the way -- where they expanded and we didn't 1800 nuclear warheads,-0.107144177047
349,TRUMP, And she's playing chicken,0.694760320877
350,TRUMP, Look Putin,0.0823801604383
351,WALLACE, Wait but,-1.38523967912
352,TRUMP, from everything I see has no respect for this person,0.118760320877
353,CLINTON, Well that's because he'd rather have a puppet as president of the United States,0.181903178019
354,TRUMP, No puppet,-0.685239679123
355,TRUMP, No puppet,-0.685239679123
356,CLINTON, And it's pretty clear,0.554760320877
357,TRUMP, You're the puppet,0.0180936542099
358,CLINTON, It's pretty clear you won't admit,0.154760320877
359,TRUMP, No you're the puppet,-0.460239679123
360,CLINTON, that the Russians have engaged in cyberattacks against the United States of America that you encouraged espionage against our people that you are willing to spout the Putin line sign up for his wish list break up NATO do whatever he wants to do and that you continue to get help from him because he has a very clear favorite in this race,0.149219983043
361,CLINTON,So I think that this is such an unprecedented situation,-0.0997157112111
362,CLINTON, We've never had a foreign government trying to interfere in our election,-0.19563637253
363,CLINTON, We have 17 -- 17 intelligence agencies civilian and military who have all concluded that these espionage attacks these cyberattacks come from the highest levels of the Kremlin and they are designed to influence our election,0.0373002673972
364,CLINTON, I find that deeply disturbing,0.223808256701
365,WALLACE, Secretary Clinton,0.174760320877
366,CLINTON, And I think it's time you take a stand,0.204760320877
367,TRUMP, She has no idea whether it's Russia China or anybody else,-0.166148770033
368,CLINTON, I am not quoting myself,-0.00819174329873
369,TRUMP, She has no idea,0.0997603208766
370,CLINTON, I am quoting 17,0.137380160438
371,TRUMP, Hillary you have no idea,0.168760320877
372,CLINTON, 17 intelligence -- do you doubt 17 military and civilian,0.0473322246136
373,TRUMP, And our country has no idea,0.174760320877
374,CLINTON, agencies,-0.455239679123
375,TRUMP, Yeah I doubt it,-0.375239679123
376,TRUMP, I doubt it,-0.675239679123
377,CLINTON, Well he'd rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us,0.236640270212
378,CLINTON, I find that just absolutely,0.408760320877
379,TRUMP, She doesn't like Putin because Putin has outsmarted her at every step of the way,-0.0295250766321
380,WALLACE, Mister Trump,-0.00523967912342
381,TRUMP, Excuse me,0.204760320877
382,TRUMP, Putin has outsmarted her in Syria,0.0657134937716
383,WALLACE, Mister Trump,-0.00523967912342
